typeID,typeName,description,raceName
4363,Miasmos Quafe Ultra Edition,"The Miasmos Quafe Ultra Edition was commissioned by the Quafe Corporation as a specialized vessel for the distribution of Quafe throughout the New Eden cluster.

To this end, the ship has been made more agile, given a faster warp engine and fitted with an upgraded cargohold that can carry vast amounts of sweet, sweet Quafe. Additionally, the controls have been simplified so that new pilots can be trained quickly and efficiently, allowing for optimal transport labor wages.

A later addition under the new ""Miasmos"" moniker included a small number of sealed vats, but Quafe has demanded that those be accessed solely by corporate representatives, and not by crew nor capsuleer.",Gallente
4388,Miasmos Quafe Ultramarine Edition,"The Miasmos (originally Iteron Mark IV) Quafe Ultramarine Edition was commissioned by the Quafe Corporation as a vessel for highly focused distribution of Quafe to a demanding clientele in the New Eden cluster.

To this end, the ship has been made more agile, given a faster warp engine and fitted with an upgraded cargohold that can carry vast amounts of Quafe. In addition, its controls have been simplified so that new pilots can more easily meet the strict delivery conditions of prospective buyers.  A number of sealed vats were added after the ship was rebranded as the Miasmos, but Quafe has demanded that those be accessed solely by corporate representatives, and not by crew nor capsuleer.

While the Quafe Corporation has firmly denied making any alterations to its lucrative formula, and insists that the Miasmos Quafe Ultramarine Edition does not have special dispensation to carry a supercaffeinated version of the famous drink, it is notable that this model has been fitted with extra security mechanisms to prevent any and all crew from sampling its cargo. 

While there are persistent rumors of storage crew personnel tasting the cargo and subsequently staying awake for days on end, grinding their teeth and yelling at each other, these have never been conclusively proven, although the Quafe Corporation does reportedly undertake all medical costs for any crewmember serving more than 72 consecutive hours onboard the Miasmos Quafe Ultramarine Edition. ",Gallente
9854,Polaris Inspector Frigate,The Polaris Inspector frigate is an observation vehicle with a very resiliant superstructure.,Jove
9858,Polaris Centurion TEST,The Polaris Centurion is an elite class observer vehicle with a nearly impenatrable armor coating.,Jove
9860,Polaris Legatus Frigate,"The Polaris Legatus frigate is one of the most powerful Polaris ships built, superior in both combat and maneuverability.",Jove
9862,Polaris Centurion Frigate,The Polaris Centurion frigate is an observation vehicle with a very resiliant superstructure.,Jove
11011,Guardian-Vexor,"The Vexor is a strong combat ship that is also geared to operate in a variety of other roles. The Vexor is especially useful for surveying in potentially hostile sectors as it can stay on duty for a very long time before having to return to base. Furthermore, it is well capable of defending itself against even concentrated attacks.
",Gallente
11019,Cockroach,"The specially adapted rogue drone scanning technology integrated into this unique frigate-sized platform is reserved for the exclusive use of the elite Equipment Certification and Anomaly Investigations Division (ECAID) agents. The femtometer wavelength scan resolution allows the pilot to virtually dissect and analyze any object at a subatomic scale, divining all flaws and defects with an uncanny level of quality.

Flying one of these amazing ships is also a great mark of achievement. Any ECAID agent worthy of such a command can be said to have reached the pinnacle of his career and is worthy of all capsuleer's deep respect.",Gallente
11129,Gallente Shuttle,Gallente Shuttle,Gallente
11132,Minmatar Shuttle,Minmatar Shuttle,Minmatar
11134,Amarr Shuttle,Amarr Shuttle,Amarr
11172,Helios,"Designed for commando and espionage operation, its main strength is the ability to travel unseen through enemy territory and to avoid unfavorable encounters.

Developer: CreoDron 

The Helios is CreoDron's answer to the Ishukone Buzzard. After the fall of Crielere, the once-cordial relations between the Gallente Federation and the Caldari state deteriorated rapidly and, for a while, it seemed as if war might be brewing. It was seen by certain high-ranking officers within the Gallente navy as being of vital importance to be able to match the Caldari's cloaking technology in an effort to maintain the balance of power.
",Gallente
11174,Keres,"Electronic attack ships are mobile, resilient electronic warfare platforms. Although well suited to a variety of situations, they really come into their own in skirmish and fleet encounters, particularly against larger ships. For anyone wanting to decentralize their fleet's electronic countermeasure capabilities and make them immeasurably harder to counter, few things will serve better than a squadron or two of these little vessels.

Developer: Duvolle Labs 

Duvolle Labs manufactures sturdy ships with a good mix of offensive and defensive capabilities. Since the company is one of New Eden's foremost manufacturers of particle blasters, its ships tend to favor turrets and thus have somewhat higher power output than normal.",Gallente
